职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
Python开发工程师（自动驾驶数据处理方向）,本科,3-5年,极豆车联网,上海,闵行区,虹桥,"['Python', 'Django', 'Redis', 'MySQL']","['带薪年假', '补充医疗保险', '五险一金', '零食下午茶', '团建聚餐', '节日福利', '股票期权', '年终奖']"
python工程师,本科,1-3年,人上融融,上海,浦东新区,陆家嘴,"['Pandas', 'MySQL', 'PHP', 'Python']","['零食下午茶', '绩效奖金', '团建聚餐', '员工旅游', '五险一金', '年终奖', '带薪年假', '节日福利', '生日福利']"
Python,本科,经验不限,上海赋立咨企业管理,上海,杨浦区,五角场,"['Nginx', '接受实习/在校生投递', '分布式经验', 'Docker', '微服务经验', 'PostgreSQL', 'Redis', 'MongoDB', '架构设计经验', 'Python', 'Kubernetes']","['绩效奖金', '股票期权', '五险一金', '有无线网']"
Python开发（AI大模型方向/RAG/API开发),本科,1-3年,北京某中型计算机软件公司,上海,,,"['Python', 'Golang', 'Django', 'Flask', 'Docker', 'MySQL', 'Oracle', 'Redis', 'Linux开发/部署经验', 'AI大模型', 'RAG', 'api', 'agent']",[]
Python讲师,本科,1-3年,影育科技,上海,,,"['图形图像处理', 'Linux', 'Python', '头号学院', 'Python讲师', 'Opencv']","['五险一金', '股票期权']"
python开发工程师,本科,3-5年,益发特,上海,闵行区,七宝,"['Python', 'C', 'C++', 'Numpy', 'MySQL', 'Redis', 'PySide', 'PyQt']",[]
Python开发工程师,本科,1-3年,笛量AI,上海,浦东新区,张江,['Python'],"['团建聚餐', '零食下午茶', '员工旅游', '股票期权', '五险一金']"
Python,本科,1-3年,汇亚,上海,奉贤区,海湾,"['Python', 'MySQL', '爬虫经验']",[]
python数据开发工程师,本科,经验不限,振瀚信息,上海,浦东新区,上南,"['Python', 'Numpy', 'Pandas', 'Redis', 'MySQL']","['带薪年假', '五险一金', '底薪加提成', '员工旅游']"
Python开发工程师（大模型后端）,本科,5-10年,某中型互联网金融公司,上海,,,"['Python', 'TensorFlow', 'Redis', 'Agent系统', '大模型', 'llm']","['节日福利', '补充医疗保险', '通讯补贴', '餐补', '交通补助', '年终奖', '定期体检', '带薪年假', '五险一金']"
初级Python开发,本科,1-3年,比特立方,上海,虹口区,四川北路,"['Python', 'Flask', 'MySQL']","['五险一金', '定期体检', '带薪年假']"
Python,本科,1-3年,氧气科技,上海,静安区,静安寺,"['Python', 'Django', 'Redis']","['生日福利', '五险一金', 'AI培训', '绩效奖金', '有无线网', '节日福利', '定期体检', '带薪年假', '底薪加提成', '年终奖', '保底工资', '员工旅游', '团建聚餐', '意外险', '零食下午茶']"
上海-Python开发工程师,大专,3-5年,冲合信息技术,上海,长宁区,中山公园,"['Python', 'Django', '分布式经验', '微服务经验']","['五险一金', '年终奖', '带薪年假']"
python开发工程师（医疗信息化）,本科,3-5年,联仁健康,上海,浦东新区,张江,"['Python', 'Java', 'Golang', 'Django', 'Flask', 'MySQL', '架构设计经验', '运维开发经验']","['节日福利', '五险一金', '定期体检', '通讯补贴', '年终奖', '加班补助', '补充医疗保险', '员工旅游', '餐补', '带薪年假', '交通补助', '包吃', '股票期权', '零食下午茶']"
Python工程师,本科,1-3年,挚擎科技,上海,青浦区,国家会展中心,"['Python', 'Django', 'MySQL', 'Redis', 'Linux开发/部署经验', '后端开发', 'Python']",['五险一金']
python开发工程师,本科,1-3年,斗象科技,上海,浦东新区,张江,"['Python', 'Golang', 'Kafka', 'Hadoop']","['交通补助', '零食下午茶', '股票期权', '加班补助', '定期体检', '餐补', '员工旅游', '年终奖', '节日福利', '五险一金', '带薪年假', '绩效奖金']"
Python后端工程师,本科,经验不限,上海英飞流信息科技,上海,浦东新区,陆家嘴,"['Python', 'Flask', 'MySQL', 'Redis']","['节日福利', '团建聚餐', '股票期权', '补充医疗保险', '年终奖', '定期体检', '带薪年假', '五险一金']"
python高级开发工程师,本科,经验不限,某大型人力资源服务公司,上海,,,['Python'],[]
python开发,本科,3-5年,上海时涧信息技术,上海,浦东新区,陆家嘴,"['Python', 'Django', 'Flask', 'Numpy', 'Pandas', 'Kubernetes', 'MySQL', 'Redis', 'Oracle', 'Linux开发/部署经验', '金融']",[]
python后端研发工程师,本科,3-5年,钱咖,上海,黄浦区,五里桥,"['Docker', 'Django', 'Kafka', 'Redis', 'Python', 'Flask']","['五险一金', '零食下午茶', '定期体检', '节日福利', '带薪年假', '员工旅游', '年终奖']"
python全栈开发工程师,本科,3-5年,上海人工智能网络...,上海,浦东新区,张江,"['爬虫经验', 'Elasticsearch', 'Docker', 'MySQL', 'Hadoop', 'Spark', 'Python']","['节日福利', '带薪年假', '年终奖', '五险一金']"
python开发工程师,本科,3-5年,雀翼科技,上海,,,"['Python', 'Django', 'Redis', 'MySQL', 'MongoDB']","['节日福利', '餐补', '带薪年假', '加班补助', '五险一金', '零食下午茶']"
python 工程师,本科,3-5年,皓得适,上海,杨浦区,五角场,"['Python', 'Kubernetes', 'Docker', 'Nginx', 'MySQL', 'Redis', 'PostgreSQL', '运维开发经验']","['五险一金', '年终奖', '带薪年假', '员工旅游', '免费班车', '节日福利', '零食下午茶']"
Python(IA),本科,3-5年,杭州煜象领智科技,上海,普陀区,曹杨,"['Python', 'Flask', 'Django', 'Redis', '机器学习经验']","['通讯补贴', '绩效奖金', '团建聚餐', '定期体检', '年终奖', '节日福利', '生日福利', '股票期权', '底薪加提成', '节假日加班费', '法定节假日三薪', '员工旅游', '五险一金', '带薪年假', '零食下午茶', '补充医疗保险']"
python工程师,本科,3-5年,容智信息,上海,黄浦区,外滩,"['Python', 'Flask', 'Numpy', 'Docker', 'Kubernetes', 'Selenium', 'MySQL', 'Redis', 'PostgreSQL', 'Linux开发/部署经验', '运维开发经验', '机器学习经验']","['全勤奖', '带薪年假', '生日福利', '股票期权', '团建聚餐', '有无线网', '年终奖', '保底工资', '底薪加提成', '加班补助', '五险一金', '绩效奖金', '节日福利']"
Python开发工程师,本科,3-5年,琳创科技,上海,浦东新区,花木,"['后端', 'Python', 'Flask', 'MySQL', '全栈开发经验', 'PostgreSQL', '微服务架构', '框架设计']","['五险一金', '定期体检', '年终奖', '带薪年假']"
海外营销AI Agent Python开发专家,本科,3-5年,飞书深诺,上海,长宁区,新华路,"['Python', 'Django', 'Numpy', 'Kafka', 'Elasticsearch', 'PyTorch', 'MySQL', 'Redis', '团队管理经验', '架构设计经验', '爬虫经验', '机器学习经验', '云计算经验']","['员工旅游', '底薪加提成', '节日福利', '团建聚餐', '交通补助', '法定节假日三薪', '夜班补助', '节假日加班费', '补充医疗保险', '股票期权', '绩效奖金', '生日福利', '餐补', '加班补助', '年终奖', '免费工装', '定期体检', '五险一金', '带薪年假']"
python开发工程师,本科,3-5年,赛珞斯,上海,浦东新区,张江,"['Python', 'Java', 'C++', 'Linux开发/部署经验', '量化交易开发经验']","['年终奖', '生日福利', '保底工资', '绩效奖金', '带薪年假', '团建聚餐', '包吃', '股票期权', '餐补', '员工旅游', '五险一金', '零食下午茶', '定期体检', '夜班补助', '节日福利', '免费班车']"
Python 高级工程师（AIGC方向，非外包）,本科,3-5年,曜旷,上海,浦东新区,上南,"['爬虫', '机器学习/算法工程', '后端', 'Python']","['五险一金', '股票期权', '定期体检', '零食下午茶', '节日福利', '员工旅游']"
Python高级软件工程师,本科,5-10年,微传,上海,,,"['Node.js', 'Python', 'Java']","['绩效奖金', '定期体检', '加班补助', '带薪年假', '员工旅游', '股票期权', '零食下午茶', '底薪加提成', '年终奖', '节日福利', '五险一金']"
python初级开发工程师,本科,1-3年,链银,上海,黄浦区,外滩,"['Docker', 'MySQL', 'Python']","['定期体检', '五险一金']"
高级Python开发工程师,本科,3-5年,量云之境,上海,浦东新区,张江,"['Python', 'Tornado', 'MySQL', '架构设计经验', 'Linux开发/部署经验', '机器学习经验']",['五险一金']
Python开发工程师,本科,3-5年,互道信息,上海,浦东新区,三林,"['SQL', '后端开发', '分布式技术', 'NoSQL', 'MongoDB', 'PostgreSQL', '数据库开发']","['带薪年假', '零食下午茶', '定期团建', '五险一金', '绩效奖金', '年终奖', '节日福利']"
Python开发工程师,本科,3-5年,上海鑫测,上海,浦东新区,张江,"['Python', 'Numpy', 'Pandas', '架构设计经验', 'Linux开发/部署经验', '面向对象']","['节日福利', '员工旅游', '五险一金', '带薪年假', '年终奖']"
python高级工程师,本科,5-10年,企册资产,上海,嘉定区,安亭,"['Nginx', 'PyTorch', '分布式经验', 'Django', 'Pandas', 'MySQL', 'MongoDB', '架构设计经验', 'Linux开发/部署经验', 'Python', 'Flask']","['员工旅游', '全勤奖', '零食下午茶', '年终奖', '股票期权', '五险一金', '带薪年假', '节日福利', '定期体检']"
python高级开发工程师,本科,5-10年,寰宇思本,上海,浦东新区,康桥,"['团队管理经验', 'Django', 'MySQL', '架构设计经验', 'Python']","['定期体检', '补充医疗保险', '学历提升', '年终奖', '员工旅游', '节日福利', '带薪年假', '五险一金', '股票期权']"
python开发工程师,本科,1年以内,妙文,上海,浦东新区,张江,"['Django', 'MySQL', 'Flutter', '架构设计经验', 'Python']","['五险一金', '年终奖', '带薪年假', '通讯补贴', '节日福利', '员工旅游']"
Python开发工程师,本科,经验不限,数行科技,上海,浦东新区,塘桥,"['python', 'NoSQL', 'SQL']","['带薪年假', '补充医疗保险', '股票期权', '年终奖', '五险一金', '员工旅游', '通讯补贴', '零食下午茶']"
Python 后端研发工程师,本科,3-5年,朴牛科技,上海,闵行区,吴泾,"['数据开发', 'Python', 'C/C++', '计算机相关专业', '服务端开发经验', '机器学习工程经验']","['餐补', '年终奖', '五险一金']"
python软件工程师,本科,经验不限,千觉机器人,上海,闵行区,颛桥,"['Python', 'Docker', 'Linux开发/部署经验', 'ROS1', 'ROS2']","['节日福利', '团建聚餐', '年终奖', '绩效奖金', '交通补助', '带薪年假', '股票期权', '生日福利', '五险一金', '定期体检', '员工旅游']"
python高级开发工程师,本科,3-5年,豪锦鸿商贸,上海,杨浦区,五角场,"['后端', '爬虫', '机器学习/算法工程', 'Python', 'Django', 'MongoDB', '计算机相关专业', '机器学习工程经验']","['绩效奖金', '夜班补助', '股票期权', '零食下午茶', '带薪年假', '年终奖', '节日福利', '员工旅游', '底薪加提成', '意外险', '加班补助', '团建聚餐', '定期体检', '补充医疗保险', '保底工资', '五险一金']"
python线上兼职,学历不限,经验不限,南昌千屿设计服务,广州,,,"['Python', 'C++', '爬虫经验', '运维开发经验', 'Linux开发/部署经验', '机器学习经验']","['底薪加提成', '员工旅游', '全勤奖', '有无线网', '住房补贴', '绩效奖金', '通讯补贴', '法定节假日三薪', '生日福利', '保底工资', '节日福利']"
Python+双休+近地铁,大专,1-3年,舟同,广州,番禺区,市桥,"['Python', 'Kafka', 'Redis', '分布式经验', '多线程']","['零食下午茶', '员工旅游', '加班补助', '年终奖', '节假日加班费', '五险一金', '节日福利', '生日福利', '定期体检']"
python/C++少儿编程老师+双休/+五险一金,本科,在校/应届,小码教育,广州,天河区,东湖,"['C++', '少儿兴趣班', '线下教学', '计算机相关专业', 'Python']","['股票期权', '零食下午茶', '员工旅游', '有无线网', '五险一金', '节日福利', '年终奖', '带薪年假']"
python工程师（语音数字人AI模型应用方向）,学历不限,3-5年,印象,广州,天河区,珠江新城,"['Python', 'Nginx', 'PyTorch', 'Docker', 'Flask', 'TensorFlow', 'MySQL', 'Redis', '爬虫经验', '机器学习经验', '运维开发经验', 'Linux开发/部署经验', 'transformer', '机器学习、人工智能']","['社保', '节日福利', '零食下午茶']"
"python（rpa,现场面试，科诺外包）",大专,1-3年,中软国际,广州,黄埔区,大沙,"['Python', 'RPA']","['定期体检', '年终奖', '带薪年假', '员工旅游', '免费班车', '节日福利', '零食下午茶', '加班补助', '五险一金', '餐补']"
Python,大专,1-3年,广州第七空间网络...,广州,花都区,花山,"['我的世界', '游戏', '网络编程']","['五险', '节日福利', '住房补贴', '零食下午茶', '包吃', '年终奖']"
Python,大专,经验不限,贵州宇晶科技有限公司,广州,白云区,白云大道,"['Golang', 'C++', 'Java', 'Python', 'Django', 'Pandas', 'Docker', 'MySQL', 'Oracle', 'PostgreSQL']","['员工旅游', '生日福利', '团建聚餐', '有无线网', '零食下午茶', '节日福利', '全勤奖', '保底工资', '底薪加提成', '年终奖']"
python开发实习生,本科,,魔数智擎,广州,番禺区,市桥,"['Python', 'Kubernetes', 'Django', 'Docker', 'Redis', 'MySQL', 'Oracle']","['餐补', '年终奖', '季度团建', '带薪年假', '交通补助', '节日福利', '五险一金', '员工旅游', '零食下午茶']"
Python,学历不限,经验不限,青莲网络,广州,天河区,天河客运站,"['爬虫经验', '接受实习/在校生投递', 'MySQL', '运维开发经验', 'Redis', 'Python', 'Flask']","['保底工资', '有无线网', '年终奖', '底薪加提成', '零食下午茶', '交通补助', '带薪年假', '意外险', '通讯补贴', '绩效奖金', '节日福利', '补充医疗保险', '五险一金', '员工旅游']"
python实习生,本科,,中数睿智,广州,黄埔区,大沙,"['Python', 'PyTorch', 'Flask', 'MySQL', 'Spark', 'Linux开发/部署经验', '架构设计经验', '爬虫经验']","['节日福利', '年终奖', '定期体检', '零食下午茶', '带薪年假', '五险一金']"
Python后端开发,学历不限,经验不限,比特鹰,广州,天河区,元岗,"['C++', '爬虫经验', '分布式经验', 'Docker', 'Django', 'MySQL', 'Redis', '架构设计经验', 'Python', 'Flask']","['带薪年假', '五险一金', '生日福利', '员工旅游', '宿舍有空调', '定期体检', '保底工资', '股票期权', '节日福利', '零食下午茶', '包吃', '团建聚餐', '年终奖']"
Python开发（偏后端）接受应届,学历不限,经验不限,广州智达天成科技技术,广州,白云区,金沙洲,"['Nginx', 'Docker', 'MySQL', 'Redis', 'Linux开发/部署经验', 'Python']",[]
Python,学历不限,经验不限,标匹,广州,花都区,狮岭,"['后端', '爬虫', '数据开发']",[]
Java  python  开发工程师,学历不限,3-5年,万鹏信息,广州,花都区,雅瑶,"['Python', 'Java', 'Docker', 'Selenium', '爬虫经验']","['补充医疗保险', '定期体检', '加班补助', '带薪年假', '餐补']"
Python全栈工程师,本科,1-3年,思帆信息科技有限公司,广州,番禺区,市桥,"['PyTorch', 'Django', 'MySQL', 'Python']","['五险一金', '餐补', '底薪加提成', '加班补助', '员工旅游', '保底工资', '带薪年假', '全勤奖', '节日福利', '绩效奖金', '工龄奖', '包吃', '年终奖', '零食下午茶', '团建聚餐', '交通补助', '高温补贴', '生日福利']"
python,大专,3-5年,广州存北商贸有限公司,广州,,,"['Python', '团队管理经验']","['底薪加提成', '绩效奖金']"
软件开发工程师 游戏方向~python/go,大专,经验不限,微创软件,广州,,,"['Python', 'Golang', 'Django', 'Flask', 'MySQL', 'PostgreSQL']","['员工旅游', '节日福利', '五险一金', '年终奖', '带薪年假', '定期体检', '免费班车', '零食下午茶', '补充医疗保险']"
服务端开发工程师（ python +线上面试）,本科,3-5年,讯锡科技,广州,黄埔区,东圃,"['Python', 'Django', 'MySQL']","['节日福利', '带薪年假', '五险一金', '零食下午茶', '定期体检']"
Python（居家办公或者兼职）,大专,经验不限,战歌科技,广州,白云区,嘉禾,"['Python', 'Java', 'C++', 'Flask', 'Django', 'Tornado', 'MySQL', 'Redis', 'Oracle', '团队管理经验', '架构设计经验', 'Linux开发/部署经验']",[]
全栈开发Python,本科,3-5年,车易行,广州,天河区,棠下,"['Python', 'Django', 'Pandas', 'MySQL', 'Linux开发/部署经验', '微服务经验']",[]
Python开发【鹅厂+bese深圳】,大专,1-3年,法本,广州,海珠区,琶洲,"['Hive', 'Docker', 'Django', 'Spark', 'celey', 'Python']","['五险一金', '带薪年假', '企业文化', '零食下午茶', '节日福利']"
Python开发工程师,本科,在校/应届,心潮无限,广州,番禺区,雅居乐,"['Django', 'MySQL', 'Python']","['带薪年假', '年终奖', '交通补助', '夜班补助', '餐补', '法定节假日三薪', '团建聚餐', '股票期权', '节日福利', '服装内购', '节假日加班费', '高温补贴', '绩效奖金', '保底工资', '定期体检', '零食下午茶', '五险一金']"
软件开发（java/python/c++/c/测试/算法),本科,经验不限,华为技术有限公司,广州,白云区,金沙洲,"['Java', '不接受居家办公', 'Spring']","['节日福利', '夜班补助', '加班补助', '五险一金', '团建聚餐', '节假日加班费', '生日福利', '定期体检', '零食下午茶', '法定节假日三薪', '带薪年假', '员工旅游', '股票期权', '离职补偿', '免费班车', '年终奖', '补充医疗保险', '保底工资', '绩效奖金', '交通补助']"
python开发工程师(兼职),大专,1-3年,麦东信息技术,广州,天河区,天河客运站,"['爬虫', '机器学习/算法工程', 'Python']",[]
初级python开发工程师,大专,在校/应届,从简智能科技,广州,海珠区,江南大道,"['Python', 'Django', 'Flask', 'MySQL', 'Redis']",['五险一金']
python工程师,大专,经验不限,广州云深无迹科技,广州,番禺区,大石,"['爬虫经验', 'PyTorch', '机器学习', 'Django', 'Pandas', '机器学习经验', '深度学习', '大模型', 'Numpy', '运筹优化', 'Python']",[]
Python开发工程师（广发证券）,本科,1-3年,凯升威,广州,天河区,跑马场,"['Django', 'MySQL', 'Linux开发/部署经验', 'Python']","['节日福利', '带薪年假', '五险一金']"
(南沙区）C++/Python开发工程师,本科,5-10年,芯峰科技,广州,南沙区,金洲,"['C++', 'Python', '分布式经验', '架构设计经验', '音视频经验', 'linux', '计算机视觉']","['五险一金', '股票期权', '年终奖', '带薪年假', '节日福利', '员工旅游', '零食下午茶']"
Python后端-长期实习-转正-（广州深圳）,本科,在校/应届,嘉为科技,广州,天河区,岗顶,"['Python', 'C++', 'Django', 'PyTorch', 'MySQL']","['年终奖', '绩效奖金', '定期体检', '生日福利', '通讯补贴', '五险一金', '带薪年假', '股票期权', '节日福利']"
python实习生,本科,经验不限,铭太科技,广州,天河区,元岗,"['Java', '爬虫经验', 'PyTorch', '微服务经验', 'Django', 'MySQL', '机器学习经验', '自然语言', 'Oracle', 'Python', 'Flask']","['五险一金', '年终奖', '带薪年假']"
python实习生,本科,,超空间,广州,黄埔区,科学城,"['后端', '爬虫', '机器学习/算法工程', 'Python']",[]
Python Web讲师（需有教学经验）,本科,1-3年,小滴科技,广州,天河区,柯木塱村,"['Java', 'MySQL', 'Redis', 'Oracle', 'Python']","['零食下午茶', '员工旅游', '保底工资', '节日福利', '底薪加提成', '绩效奖金']"
python工程师/实习生,本科,经验不限,知习行,广州,天河区,棠下,"['PyTorch', 'Docker', 'PostgreSQL', 'MySQL', 'Numpy', 'Python']","['加班补助', '股票期权', '节日福利', '五险一金', '年终奖', '定期体检']"
Python,学历不限,经验不限,海口汇力日升科技,广州,黄埔区,东圃,"['Python', 'Golang', 'Java', 'PHP', 'Docker', 'Kafka', 'Nginx', 'MySQL', 'Redis', '架构设计经验', 'Linux开发/部署经验', '分布式经验', '微服务经验']",[]
python开发,大专,经验不限,广州兴荣投资合伙...,广州,天河区,石牌,['Python'],[]
python开发工程师-周期2个月_bj1kx,大专,10年以上,版石控股集团有限公司,广州,天河区,车陂,"['分布式经验', 'Docker', 'Django', 'MySQL', 'Redis', 'MongoDB', 'Linux开发/部署经验', 'Python', 'Flask']","['绩效奖金', '工龄奖', '生日福利', '节日福利', '有无线网', '底薪加提成', '交通补助', '免费班车', '带薪年假', '五险一金', '意外险', '团建聚餐', '年终奖', '全勤奖', '保底工资']"
Python开发工程师（AI大模型+包餐）,本科,1-3年,蔓纶化妆品,广州,花都区,花山,"['Python', 'MySQL', 'Redis', '算法工程师', '大数据开发', 'AI大模型']","['餐补', '节日福利', '全勤奖', '零食下午茶', '加班补助', '年终奖', '团建聚餐', '员工旅游', '包吃', '绩效奖金', '带薪年假', '定期体检', '生日福利', '五险一金']"
Python AI工程师,本科,经验不限,广州协方差科技,广州,白云区,黄石,"['PostgreSQL', 'Pandas', 'Python']",['五险一金']
大模型Python开发工程师,本科,3-5年,中能拾贝,广州,黄埔区,科学城,"['Java', 'C++', 'C', '分布式经验', 'PostgreSQL', '机器学习经验', 'Redis', '爬虫经验', 'PyTorch', '微服务经验', 'Django', 'Pandas', 'MySQL', 'Tornado', 'MongoDB', 'Oracle', '量化交易开发经验', 'Python', 'Flask']","['员工旅游', '生日福利', '团建聚餐', '包吃', '股票期权', '年度体检', '零食下午茶', '五险一金', '绩效奖金', '意外险', '高温补贴', '年终奖', '节日福利', '带薪年假', '定期体检']"
Python高级开发工程师,本科,5-10年,玄道科技,广州,番禺区,广州南站,"['Java', '全栈开发', 'Go', 'PHP', 'Python']",['股票期权']
Python开发工程师（数据方向）,本科,3-5年,红餐,广州,海珠区,新港东,"['Python', 'Flask', 'MySQL', '爬虫', '逆向', '数据分析']","['五险一金', '零食下午茶', '年终奖', '绩效奖金', '餐补', '带薪年假', '生日福利', '节日福利', '股票期权', '团建聚餐']"
Python/C++工程师（人工智能方向）,本科,经验不限,浩洋电子,广州,番禺区,石基,"['C++', 'Python']","['五险一金', '节日福利', '年终奖', '员工旅游', '年度调薪', '定期体检']"
Python/C++(周末双休),本科,3-5年,易宝软件,广州,天河区,车陂,"['Python', 'C++', 'C', 'MySQL']","['五险一金', '零食下午茶', '带薪年假', '六险一金', '节假日加班费', '餐补', '节日福利', '通讯补贴', '双休', '年终奖', '定期体检', '加班补助', '员工旅游', '交通补助', '补充医疗保险', '夜班补助', '企业年金', '法定节假日三薪', '工龄奖', '绩效奖金']"
初级python开发工程师,学历不限,1-3年,武汉赛科工业科技开发,广州,番禺区,市桥,"['Python', 'Docker']",[]
Python,学历不限,1-3年,沃芙科技,广州,白云区,嘉禾,"['Python', 'TensorFlow', 'Oracle', '架构设计经验']","['节日福利', '团建聚餐', '高温补贴', '零食下午茶', '底薪加提成', '加班补助', '意外险', '绩效奖金', '带薪年假', '五险一金', '法定节假日三薪', '定期体检', '全勤奖', '员工旅游']"
Python Developer/Python 自动化测试,本科,3-5年,恩士迅信息科技上海,广州,黄埔区,知识城,"['Java', '团队管理经验', '汇丰银行经验', '英文基本交流', 'Django', 'MySQL', 'Redis', 'Tornado', 'Oracle', 'Linux开发/部署经验', 'Python', 'Flask']","['五险一金', '员工旅游', '加班补助', '年终奖', '定期体检', '意外险', '绩效奖金', '补充医疗保险']"
AI/Python 工程师（供应链 Agent 方向),本科,5-10年,雀溪,广州,,,"['架构设计经验', 'Python']","['全勤奖', '带薪年假', '员工旅游', '包吃', '节日福利', '股票期权', '保底工资', '绩效奖金']"
Python,本科,1-3年,南宁风舜传媒有限公司,广州,天河区,石牌,[],[]
Python,本科,在校/应届,广州众益建筑科技,广州,南沙区,黄阁,[],[]
python/C++少儿编程老师+双休/+五险一金,本科,1-3年,华平教育,广州,增城区,新塘广场,"['C++', '爬虫经验', '教培机构', 'Python', '少儿编程教学']","['员工旅游', '意外险', '全勤奖', '年终奖', '节日福利', '五险一金', '带薪年假', '团建聚餐', '通讯补贴', '生日福利', '工龄奖', '高温补贴', '定期体检']"
python开发工程师,本科,3-5年,某大型银行公司,广州,,,"['爬虫经验', 'Python']",[]
python实习生,本科,,乾伽脑科,广州,番禺区,大学城,"['Python', 'Flask', 'MySQL', 'Linux开发/部署经验']",[]
Python后端开发工程师 兼职外包 不限地点,本科,5-10年,广州甲龙,广州,番禺区,石基,"['Django', 'Oracle', 'Python']","['保底工资', '生日福利', '节日福利', '五险一金', '零食下午茶', '年终奖', '绩效奖金', '住房补贴', '带薪年假', '全勤奖']"
Python,本科,,广州领科信息科技,广州,番禺区,石碁,"['Python', 'Golang', 'Flask', 'Nginx', 'Selenium', 'Pandas', 'Docker', 'MySQL', '爬虫经验', '机器学习经验', 'Linux开发/部署经验', '接受实习/在校生投递']",[]
python系统开发工程师,大专,1-3年,广州竣凯尚品牌管理,广州,白云区,金沙洲,"['Python', 'Golang', 'Java', 'Flask', 'MySQL', 'Redis', '架构设计经验']","['有无线网', '节日福利', '带薪年假', '包住', '宿舍有空调', '全勤奖', '住房补贴', '节假日加班费']"
【Python】工程师,本科,3-5年,共生代管理顾问,广州,,,"['Django', 'MySQL', 'Kafka', 'Redis', 'Python', 'Flask']","['五险一金', '定期体检', '节日福利', '员工旅游', '年终奖', '带薪年假', '零食下午茶', '补充医疗保险', '全勤奖']"
Python,大专,,广州润煜科技有限公司,广州,天河区,车陂,[],[]
Python开发工程师（AI方向）,大专,1-3年,米袋软件,广州,海珠区,赤岗,"['Django', 'MySQL', 'Python', 'Flask']","['零食下午茶', '节日福利', '带薪年假', '员工旅游']"
python深度学习，机器学习（线上兼职）,本科,经验不限,岩旭科技,广州,天河区,东圃,"['Python', 'C', 'matlab', '深度学习', '机器学习', '强化学习', '计算机视觉']","['零食下午茶', '绩效奖金', '五险一金', '全勤奖', '底薪加提成', '带薪年假', '团建聚餐', '餐补', '年终奖']"
python后端开发,大专,1-3年,广州源喜,广州,天河区,东圃,"['Java', 'C++', 'Django', 'MySQL', 'Redis', 'Tornado', 'MongoDB', 'Python']","['全勤奖', '加班补助', '节日福利', '带薪年假', '零食下午茶']"
Python后端实习,本科,,广州歌莫信息技术...,广州,番禺区,大学城,"['Python', 'Django', 'Flask', 'MySQL']","['五险一金', '年终奖', '员工旅游', '节日福利']"
python开发工程师  15K - 25K,本科,5-10年,鳄珍,广州,白云区,嘉禾,"['Java', 'Scrapy', 'Django', 'Pandas', 'MySQL', '机器学习经验', 'PHP', 'Redis', 'python开发工程师', 'Oracle', 'Numpy', 'Python']","['有无线网', '零食下午茶', '住房补贴', '绩效奖金', '员工旅游', '工龄奖', '年终奖', '法定节假日三薪', '保底工资', '底薪加提成', '餐补', '带薪年假', '加班补助', '全勤奖', '五险一金']"
python开发,本科,经验不限,广州市顶科电子科技,广州,番禺区,市桥,"['PyTorch', 'MySQL', '机器学习经验', 'Linux开发/部署经验', '图像识别', 'Python']","['餐补', '零食下午茶', '员工旅游', '通讯补贴', '全勤奖', '包吃', '工龄奖', '年终奖', '五险', '节日福利']"
PYTHON 开发工程师,本科,在校/应届,远思基金,广州,番禺区,大学城,"['Python', 'Numpy', 'Pandas', 'MySQL', 'PostgreSQL', '架构设计经验', '量化交易开发经验', 'erp', '量化投资', '交易系统']","['带薪年假', '五险一金', '绩效奖金', '年终奖', '团建聚餐']"
python工程师(外资银行、粤语精通）,本科,5-10年,中电金信软件有限公司,广州,天河区,时尚天河,"['Docker', 'spark', 'MySQL', '接受无前端经验/技能', 'Linux开发/部署经验', 'Python']",[]
【25届校招】Python后台开发,本科,在校/应届,乐享元游,广州,天河区,龙口,"['C++', 'Django', 'MySQL', 'Python', 'Flask']","['专业培训室', '交通补助', '定期体检', '全勤奖', '带薪年假', '五险一金', '餐补', '零食下午茶', '包三餐', '周末双休', '年底双薪', '年终奖', '员工旅游', '节日福利', '公共图书室']"
Python开发,大专,1-3年,即合智能科技,广州,天河区,五山,"['C++', 'C', 'PyTorch', 'MySQL', '机器学习经验', '运维开发经验', '架构设计经验', 'Python']","['底薪加提成', '绩效奖金', '五险一金']"
Python WEB工程师,大专,经验不限,优德,广州,海珠区,昌岗,"['PyTorch', 'MySQL', '运维开发经验', 'PHP', 'Redis', 'MongoDB', '后端开发', '数据库', 'Python', 'Flask', 'TensorFlow']","['五险一金', '全勤奖', '住房补贴', '年终奖', '股票期权', '交通补助', '零食下午茶', '节日福利', '加班补助', '通讯补贴']"
Python开发工程师,大专,5-10年,京北方,广州,白云区,人和,"['Redis', '其他', 'Python', 'SQL']","['包吃', '团建聚餐', '五险一金', '宿舍有空调', '全勤奖', '生日福利', '绩效奖金', '节日福利', '年终奖', '带薪年假', '交通补助', '餐补', '员工旅游', '保底工资', '工龄奖']"
初级Python后台开发工程师,本科,1-3年,元起游戏,广州,天河区,石牌,"['Python', 'Django', 'MySQL', 'Redis', 'Linux开发/部署经验']","['保底工资', '生日福利', '餐补', '五险一金', '交通补助', '定期体检', '团建聚餐', '零食下午茶', '全勤奖', '节日福利', '包吃', '加班补助', '员工旅游', '带薪年假']"
