职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
Python,大专,经验不限,广州花影轩科技,广州,,,"['Python', '爬虫经验', 'python 爬虫', '算法工程师']",['保底工资']
python讲师,本科,3-5年,广州智希信息咨询,广州,天河区,东圃,"['Python', 'Django', 'Numpy', 'Pandas']","['不加班', '时间自由', '包住', '员工旅游', '五险一金']"
python工程师（智能体方向）,本科,3-5年,旭普,广州,天河区,高唐,"['Python', 'MySQL', 'Redis', '架构设计经验', '机器学习经验', '爬虫经验', '爬虫', '大模型', '智能体', 'AI']","['带薪年假', '加班补助', '餐补', '五险一金', '零食下午茶', '全勤奖', '多次调薪', '员工旅游']"
python开发工程师,大专,1-3年,品店科技,广州,番禺区,市桥,"['爬虫经验', 'MySQL', '机器学习经验', '云计算经验', 'Python', 'Flask']","['全勤奖', '交通补助', '零食下午茶', '带薪年假', '团建聚餐', '节日福利']"
python后台开发工程师,本科,经验不限,探迹,广州,海珠区,琶洲,"['Django', 'MySQL', 'Redis', 'MongoDB', 'Python', 'Flask']","['带薪年假', '餐补', '股票期权', '年终奖', '零食下午茶', '加班补助', '员工旅游', '节日福利', '五险一金', '通讯补贴', '补充医疗保险', '定期团建', '全勤奖', '定期体检']"
python,本科,5-10年,某中型社交网络与媒体公司,广州,,,"['Python', 'Docker', 'MySQL', '泛娱乐']","['年终奖', '零食下午茶', '季度奖金', '节日福利', '五险一金', '住房补贴', '带薪年假', '定期体检', '团建聚餐', '股票期权', '补充医疗保险', '生日福利', '绩效奖金', '餐补', '专业技能培训']"
Python 程序员,学历不限,3-5年,广州晨落网络通讯科技,广州,增城区,朱村,"['Golang', 'Docker', 'Redis', 'Python']",[]
对日日语高级软件开发工程师JAVA/C/Python,大专,3-5年,睿亭信息咨询,广州,天河区,棠下,"['Java', 'C', 'C++', 'Python', 'PHP', 'Spring', 'MySQL', '团队管理经验', '不接受居家办公', '日语', '日语口语沟通']","['加班补助', '生日福利', '保底工资', '年终奖', '绩效奖金']"
Python,本科,3-5年,广州仪道信息科技,广州,天河区,棠下,[],[]
Python,本科,1-3年,华银康集团,广州,黄埔区,南岗,"['Docker', 'MySQL', 'Python']","['节日福利', '五险一金', '年终奖', '通讯补贴', '带薪年假', '定期体检', '员工旅游']"
Python后端开发工程师（周末双休）,大专,3-5年,广东信翔,广州,,,"['Python', 'Django', 'Flask', 'MySQL', 'MongoDB']","['零食下午茶', '节日福利', '全勤奖', '带薪年假', '员工旅游', '年终奖']"
Python开发-智能体,本科,经验不限,杭州信雅达星舰智...,广州,越秀区,流花,"['Python', 'MySQL']","['年终奖', '五险一金']"
python开发（东莞办公）,本科,3-5年,软通动力,广州,白云区,金沙洲,"['Python', 'Flask', 'MySQL', 'Linux开发/部署经验']","['交通补助', '补充医疗保险', '零食下午茶', '节日福利', '定期体检', '带薪年假', '通讯补贴', '免费班车', '加班补助', '五险一金', '团建活动', '生日福利']"
Python后端开发,大专,1-3年,莫生气科技,广州,,,"['Nginx', 'Django', 'PostgreSQL', 'Pandas', 'MySQL', 'MongoDB', 'Numpy', 'Python']","['全勤奖', '节日福利', '五险一金', '加班补助', '零食下午茶', '通讯补贴', '带薪年假', '员工旅游', '定期体检', '年终奖']"
Python后端开发（AI方向）,大专,1-3年,大麦电商,广州,天河区,猎德,"['Nginx', 'Django', 'MySQL', 'Redis', 'MongoDB', 'Python', 'Flask']","['运动俱乐部', '零食下午茶', '股票期权', '五险一金', '员工旅游', '节日福利', '定期体检', '补充医疗保险', '带薪年假', '年终奖']"
python高级开发工程师,本科,3-5年,佩美,广州,海珠区,工业大道,"['英美留学生', '欧洲留学生', 'Python', 'Golang', 'Java', 'Docker', 'PyTorch', 'TensorFlow', 'MySQL', 'Redis', 'PostgreSQL', '架构设计经验', 'Linux开发/部署经验', '机器学习经验', 'AI', '机器学习', '人工智能']","['节日福利', '零食下午茶', '补充医疗保险', '五险一金', '全勤奖', '加班补助', '股票期权', '保底工资', '年终奖', '餐补', '员工旅游']"
Python（基金大厂+试用期不打折+包吃三餐）,本科,3-5年,德科信息有限公司,广州,海珠区,琶洲,"['Django', 'MySQL', '运维开发经验', 'Python', 'Flask']","['带薪年假', '生日福利', '五险一金', '节日福利', '团建聚餐', '股票期权']"
python后端开发,本科,5-10年,派客朴食信息科技,广州,海珠区,琶洲,"['Python', 'Django', 'MySQL', '团队管理经验', 'Unix', 'Linux', 'Redis', 'SQL']","['生日福利', '节假日加班费', '团建聚餐', '工龄奖', '员工旅游', '年终奖', '零食下午茶', '加班补助', '法定节假日三薪', '带薪年假', '全勤奖', '股票期权', '节日福利', '五险一金']"
python,大专,1年以内,英荟烁,广州,黄埔区,高唐,"['后端', '爬虫', '数据开发', 'Python', 'Java', 'C/C++', '计算机相关专业', '数学/统计相关专业', '服务端开发经验', '应届毕业生', '兼职']","['节日福利', '带薪年假', '团建聚餐', '零食下午茶', '五险一金', '住房补贴', '定期体检', '高温补贴', '工龄奖', '年终奖', '免费班车', '补充医疗保险', '员工旅游', '有无线网', '保底工资', '全勤奖', '节假日加班费', '意外险', '法定节假日三薪', '包吃']"
周末双休 python全栈开发工程师,本科,1-3年,安创科技,广州,越秀区,五羊新城,"['Python', 'Docker', 'MySQL']","['补充医疗保险', '五险一金', '有无线网', '员工旅游', '节日福利', '生日福利', '定期体检', '零食下午茶', '带薪年假']"
中级python开发工程师,本科,3-5年,慧流科技,广州,天河区,沙河,"['Python', 'C++', 'Django', 'Flask', 'Redis', 'Oracle']","['五险一金', '生日福利', '年终奖', '零食下午茶', '团建聚餐', '节日福利', '带薪年假', '员工旅游']"
Python程序员,本科,经验不限,易联达,广州,天河区,珠江新城,['Python'],['五险一金']
Python,本科,5-10年,飞时,广州,,,"['Python', 'PC端', '全栈开发']","['零食下午茶', '五险一金', '节日福利']"
Python,本科,1-3年,广东无变科技信息,广州,白云区,白云大道,['爬虫'],"['带薪年假', '绩效奖金', '零食下午茶', '股票期权', '员工旅游', '法定节假日三薪', '团建聚餐', '餐补', '生日福利', '节日福利', '安迁计划', '免费工装', '五险一金', '员工持股计划', '交通补助', '年终奖']"
Python,大专,经验不限,腾云科技,广州,海珠区,赤岗,"['MongoDB', 'Oracle', 'SQL Server', 'Flask', '大数据', 'Django', 'SQL']",[]
Python技术支持(A90649),本科,1-3年,分叉智能科技,广州,天河区,元岗,"['Python', 'MySQL', '编程老师', '少儿编程']","['团建聚餐', '五险一金', '节日福利', '带薪年假', '零食下午茶', '年终奖', '股票期权']"
python工程师+周末双休+五险一金,大专,3-5年,汇得启明,广州,荔湾区,芳村,"['MySQL', 'AI', 'Redis', 'Python', 'Flask']","['带薪年假', '零食下午茶', '员工旅游', '节日福利', '团建聚餐', '餐补', '定期体检', '保底工资', '生日福利', '有无线网', '绩效奖金', '年终奖', '底薪加提成', '五险一金']"
Python 工程师 -金融/银行背景优先,本科,3-5年,某知名银行公司,广州,,,"['Python', 'Docker', 'MySQL', '云计算经验']",[]
Python/C++少儿编程教师,本科,1-3年,英荔创造乐园,广州,番禺区,市桥,"['教学主管', 'C++', 'Scratch', '乐高机器人', '少儿编程', '线下小班制', '竞赛教练', 'Python']","['高温补贴', '带薪年假', '股票期权', '超长春节假期', '底薪加提成', '餐补', '零食下午茶', '免费课程', '工龄奖', '定期体检', '团建聚餐', '定期体检', '绩效奖金', '五险一金', '节日福利', '生日福利']"
Python,大专,1-3年,雷元科技,广州,天河区,棠下,"['Python', 'PHP', 'Django', 'Pandas', 'Nginx', 'MySQL', 'Linux开发/部署经验', '运维开发经验', '量化交易开发经验']","['法定节假日三薪', '节假日加班费', '五险一金', '通讯补贴', '生日福利', '节日福利', '团建聚餐', '零食下午茶', '有无线网']"
中级python开发工程师,本科,3-5年,广东粤安,广州,天河区,珠江新城,"['Python', 'Java', 'Kafka', 'MySQL']",[]
Python（外资银行，每周2天居家办公）,学历不限,3-5年,某大型计算机软件公司,广州,,,"['Python', 'Flask', 'Django', 'MySQL', 'Redis', '架构设计经验']","['五险一金', '定期体检', '通讯补贴', '补充医疗保险', '年终奖', '带薪年假', '节日福利', '零食下午茶']"
Python爬虫应届实习生,本科,在校/应届,用实,广州,,,"['网络爬虫技术', 'Python']","['五险一金', '带薪年假', '员工旅游', '股票期权', '团建聚餐', '年终奖', '定期体检', '零食下午茶', '项目奖金']"
Python,大专,5-10年,绛门科技,广州,白云区,人和,"['gis', 'MySQL', '解析', 'ROI', 'pdf抽取', 'Python', 'ocr']","['定期体检', '带薪年假', '五险一金', '节日福利']"
python 数据开发工程师,本科,1-3年,广州经传,广州,番禺区,市桥,"['MySQL', 'Python']","['生日福利', '年终奖', '保底工资', '集团篮球赛', '股票期权', '国外游', '补充医疗保险', '员工旅游', '周五运动日', '五险一金', '底薪加提成', '节日福利', '团建聚餐', '零食下午茶', '中高层培训', '带薪年假', '绩效奖金', '通讯补贴']"
python后端开发,大专,3-5年,纬创软件,广州,天河区,棠下,"['Python', 'Flask', 'MySQL', 'PostgreSQL', '游戏', '系统架构', '重构']","['节日福利', '带薪年假', '零食下午茶', '员工旅游', '团建聚餐', '定期体检', '五险一金', '补充医疗保险']"
高级Python程序员,本科,3-5年,广州果间模型设计公司,广州,番禺区,石基,"['Python', 'Django', 'Flask', 'Numpy', 'Pandas', 'TensorFlow', 'MySQL', 'Redis', 'Hadoop', 'Hive', 'Spark', '机器学习经验']","['包住', '包吃', '带薪年假']"
Python,本科,经验不限,华为云计算,广州,白云区,金沙洲,"['Python', 'Java', 'C++', 'Docker', 'PyTorch', 'Redis', 'Hadoop', 'MySQL', 'Linux开发/部署经验', '分布式经验', '微服务经验', '爬虫经验', '机器学习经验']","['法定节假日三薪', '节日福利', '带薪年假', '保底工资', '员工旅游', '意外险', '交通补助', '零食下午茶', '团建聚餐', '加班补助', '定期体检', '夜班补助', '免费班车', '生日福利', '住房补贴', '五险一金', '年终奖', '节假日加班费', '绩效奖金', '补充医疗保险']"
Python开发实习生,本科,,广州火焰科技,广州,海珠区,琶洲,"['python', '算法基础', '软件工程师']",[]
python开发工程师,大专,1-3年,至境网络,广州,天河区,石牌,"['Python', 'Golang', 'Java', 'C++', 'C', 'Django', 'Flask', 'Tornado', 'Scrapy', 'Numpy', 'MySQL', 'Redis', 'HBase', 'PostgreSQL', 'Spark', '可兼职']",[]
Python,本科,3-5年,中赢智数,广州,天河区,天河北,"['团队管理经验', 'Django', 'MySQL', '架构设计经验', 'Python']","['带薪年假', '节假日加班费', '加班补助', '零食下午茶', '员工旅游', '定期体检', '餐补', '通讯补贴', '节日福利', '年终奖', '底薪加提成', '股票期权', '免费工装', '绩效奖金', '团建聚餐', '交通补助', '五险一金']"
远程全栈工程师Python+React，AI 赋能开发,本科,3-5年,昆明品畅科技有限公司,广州,天河区,东圃,"['PostgreSQL', 'MySQL', 'MongoDB', 'Python', 'Flask']",[]
游戏python服务端,本科,3-5年,丸游科技,广州,天河区,石牌,['Python'],"['带薪年假', '加班补助', '绩效奖金', '五险一金', '零食下午茶', '年终奖', '员工旅游']"
Python,大专,3-5年,广州悦羚设计工程,广州,番禺区,大石,"['Python', 'Django', 'MySQL', 'Transformer/BERT/GPT', '有A智能经验优先']",['五险一金']
H14498岗python后端开发（珠海）,本科,3-5年,武汉佰钧成技术,广州,天河区,棠下,"['Python', 'Golang', 'Flask', 'Scrapy', 'MySQL', '架构设计经验', '游戏', '后端']","['定期体检', '带薪年假', '节日福利', '五险一金', '补充医疗保险']"
中级python开发工程师,大专,1-3年,广州腾筹网络科技,广州,番禺区,南村,[],[]
中级python开发工程师（自由职业接单）,大专,1-3年,抵奥云,广州,,,"['爬虫经验', 'Django', 'MySQL', 'Redis', 'MongoDB', 'Linux开发/部署经验', 'Python']","['交通补助', '节日福利', '保底工资', '全勤奖', '底薪加提成', '法定节假日三薪', '股票期权', '带薪年假', '绩效奖金', '加班补助', '节假日加班费']"
python高级开发工程师,大专,3-5年,途云畅助,广州,天河区,长兴,"['Python', 'Golang', 'Java', 'Flask', 'Numpy', 'Kubernetes', 'MySQL', 'Redis', 'MongoDB']",[]
python开发实习生,本科,,光点科技,广州,越秀区,五羊新城,"['Python', '架构设计经验']","['带薪年假', '零食下午茶', '加班补助', '节假日加班费', '全勤奖', '节日福利', '五险一金', '年终奖', '员工旅游']"
Python研发实习生（可转正),本科,,优网科技,广州,天河区,棠下,"['PHP', 'Python', 'Flask', 'MySQL', 'Redis']",[]
高级python后端开发工程师,大专,3-5年,镶玉信科,广州,,,"['Python', 'Golang', 'Java', 'Django', 'Flask', 'Kafka', 'Redis', 'Spark', '爬虫经验']","['年终奖', '五险一金']"
python工程师,大专,1年以内,广东同欣智能科技,广州,白云区,太和,"['后端', 'Python']","['宿舍有空调', '团建聚餐', '保底工资', '五险一金', '底薪加提成', '有无线网', '包住', '绩效奖金']"
Python,本科,10年以上,中准,广州,天河区,体育中心,"['Nginx', '爬虫经验', 'Scrapy', 'PyTorch', 'Docker', 'PostgreSQL', 'MySQL', 'Redis', 'Python']",[]
Python工程师,学历不限,经验不限,联享云,广州,黄埔区,南岗,['Python工程师'],[]
python后端开发工程师,本科,3-5年,末龙科技,广州,天河区,员村,"['Python', 'Docker', 'MongoDB', '爬虫经验', '云计算经验']",['五险一金']
大模型 Python 开发工程师,本科,3-5年,比众科技,广州,,,"['Python', 'MySQL', 'Redis', 'Oracle', 'MongoDB', '架构设计经验']","['员工旅游', '定期体检', '带薪年假', '五险', '全勤奖', '零食下午茶', '年终奖', '节日福利']"
中级python开发工程师,大专,1-3年,银河在线,广州,,,"['爬虫', '数据开发', '运维开发', 'Python', 'Java', 'MySQL', '计算机相关专业', '爬虫经验']","['零食下午茶', '全勤奖', '五险一金', '餐补', '节日福利', '年终奖']"
